"","city_id","consensus_label_majority","probability","pop","city_name","country","n_studies","cluster_name","Region"
"3125",3205,0,0.797089389765167,0.131,"Devsar","India",0,"Mitigation first","Asia"
"3126",3206,0,0.806348158009086,0.05,"Nagqu","China",0,"Mitigation first","Asia"
"3127",3207,2,0.741656316956705,0.218,"Natore","Bangladesh",0,"Development first","Asia"
"3128",3208,2,0.811966254234645,0.227,"Pathein","Myanmar",0,"Development first","Asia"
"3129",3209,2,0.796555584968304,0.071,"Phatthalung","Thailand",0,"Development first","Asia"
"3130",3210,2,0.746816075080247,0.088,"Ujung Batu","Indonesia",0,"Development first","Asia"
"3131",3211,2,0.722388572372785,0.065,"Diêm Phổ","Vietnam",0,"Development first","Asia"
"3132",3212,0,0.753009651021319,0.074,"Onchon","North Korea",0,"Mitigation first","Asia"
"3133",3214,2,0.628436905730373,0.061,"Miri","Malaysia",4,"Development first","Asia"
"3134",3215,0,0.525456283402739,0.363,"Oita","Japan",1,"Mitigation first","Asia"
"3135",3216,2,0.797142059783136,0.075,"Tagaytay","Philippines",0,"Development first","Asia"
"3136",3217,0,0.410195150325143,0.097,"Sunshine Coast","Australia",1,"Mitigation first","Australasia"
"3137",3218,0,0.419070178454975,0.083,"Vacaville","United States",0,"Mitigation first","North America"
"3138",3219,3,0.471881163486544,0.169,"Lázaro Cárdenas","México",0,"Urban planning first","North America"
"3139",3220,3,0.324748497147946,0.274,"Sahagún","Colombia",0,"Urban planning first","South America"
"3140",3221,2,0.70234751279787,0.073,"Iquitos","Peru",12,"Development first","South America"
"3141",3222,3,0.45625577893394,0.162,"Puerto Cabello","Venezuela",1,"Urban planning first","South America"
"3142",3223,0,0.536031330751058,0.311,"Oshawa","Canada",0,"Mitigation first","North America"
"3143",3224,0,0.736783296163522,0.235,"Puerto Montt","Chile",6,"Mitigation first","South America"
"3144",3225,3,0.473234141328432,0.107,"Reconquista","Argentina",1,"Urban planning first","South America"
"3145",3226,0,0.415814754406977,0.059,"Sant'Ana do Livramento","Brazil",0,"Mitigation first","South America"
"3146",3227,3,0.487183289258797,0.103,"Oued Zem","Morocco",0,"Urban planning first","Africa"
"3147",3228,2,0.586536591796027,0.137,"Abengourou","Côte d'Ivoire",1,"Development first","Africa"
"3148",3229,0,0.560686756832679,0.076,"Collado Villalba","Spain",0,"Mitigation first","Europe"
"3149",3230,0,0.591461754205941,0.111,"Wigan","United Kingdom",2,"Mitigation first","Europe"
"3150",3231,2,0.795905370607662,0.092,"Suhum","Ghana",0,"Development first","Africa"
"3151",3232,0,0.58651281617788,0.147,"Lens","France",3,"Mitigation first","Europe"
"3152",3233,3,0.437764259899511,0.077,"Ksar El Boukhari","Algeria",0,"Urban planning first","Africa"
"3153",3234,2,0.529496130678859,0.088,"Bunza","Nigeria",0,"Development first","Africa"
"3154",3235,0,0.576283888667546,0.134,"Apeldoorn","Netherlands",8,"Mitigation first","Europe"
"3155",3236,0,0.476095014911424,0.099,"Rüsselsheim am Main","Germany",0,"Mitigation first","Europe"
"3156",3237,0,0.575250988594888,0.091,"Ferrara","Italy",9,"Mitigation first","Europe"
"3157",3238,2,0.530208356332843,0.513,"Maroua","Cameroon",12,"Development first","Africa"
"3158",3239,0,0.57701737195995,0.105,"Tychy","Poland",0,"Mitigation first","Europe"
"3159",3240,3,0.488414506266236,0.079,"Caála","Angola",0,"Urban planning first","Africa"
"3160",3241,2,0.600975429783598,0.062,"Dibaya-Lubwe","Democratic Republic of the Congo",0,"Development first","Africa"
"3161",3242,0,0.595494685986077,0.068,"Alaşehir","Turkey",1,"Mitigation first","Europe"
"3162",3243,0,0.394238499219946,0.102,"Paardekraal Ext 2","South Africa",0,"Mitigation first","Africa"
"3163",3244,0,0.772253470526364,0.246,"Kherson","Ukraine",9,"Mitigation first","Europe"
"3164",3246,0,0.649385709524264,0.108,"Zhukovsky","Russia",0,"Mitigation first","Europe"
"3165",3247,3,0.531682643211303,0.127,"Al-Gharaq","Egypt",0,"Urban planning first","Africa"
"3166",3248,3,0.633357223565517,0.084,"Al Mayadin","Syria",0,"Urban planning first","Asia"
"3167",3249,2,0.518184763865543,0.053,"Sawla Felege Neway","Ethiopia",0,"Development first","Africa"
"3168",3250,2,0.530209831908177,0.05,"Tunduru","Tanzania",0,"Development first","Africa"
"3169",3251,2,0.485366245951751,0.112,"Montepuez","Mozambique",0,"Development first","Africa"
"3170",3252,3,0.533829949780498,0.061,"Sab al Bor","Iraq",0,"Urban planning first","Asia"
"3171",3253,2,0.585266380060929,0.122,"Malindi","Kenya",2,"Development first","Africa"
"3172",3254,0,0.730135461845096,0.364,"Zanjan","Iran",7,"Mitigation first","Asia"
"3173",3255,1,0.336992503540346,0.089,"Shi`b al Ghayl","Yemen",0,"Mega all in","Asia"
"3174",3256,3,0.448931683673855,0.079,"Al Khafji","Saudi Arabia",1,"Urban planning first","Asia"
"3175",3257,2,0.4987189400921,0.089,"Guriel","Somalia",0,"Development first","Africa"
"3176",3258,0,0.463582470979047,0.068,"Chibintepa","Uzbekistan",0,"Mitigation first","Asia"
"3177",3259,0,0.481101844049669,0.738,"Mazar i sharif","Afghanistan",0,"Mitigation first","Asia"
"3178",3260,0,0.551321139000447,0.052,"Pashat","Pakistan",0,"Mitigation first","Asia"
"3179",3261,2,0.51787484988252,0.083,"Upleta","India",0,"Development first","Asia"
"3180",3262,0,0.791132383469962,0.273,"Lhasa","China",43,"Mitigation first","Asia"
"3181",3263,2,0.837880547234424,0.117,"Naldanga","Bangladesh",0,"Development first","Asia"
"3182",3264,2,0.485046730805588,0.078,"Nawnghkio","Myanmar",0,"Development first","Asia"
"3183",3265,0,0.366018928030289,0.062,"Map Ta Phut","Thailand",0,"Mitigation first","Asia"
"3184",3266,2,0.753152306442363,0.057,"Batusangkar","Indonesia",0,"Development first","Asia"
"3185",3267,2,0.562514252112819,0.085,"Cầu Giát","Vietnam",0,"Development first","Asia"
"3186",3268,0,0.865733175519378,0.242,"Hyesan","North Korea",0,"Mitigation first","Asia"
"3187",3269,0,0.524819914435359,0.373,"Pohang-si","South Korea",0,"Mitigation first","Asia"
"3188",3270,2,0.434658398525202,0.069,"Pangkalan","Malaysia",0,"Development first","Asia"
"3189",3271,0,0.571361317191245,0.151,"Obihiro","Japan",3,"Mitigation first","Asia"
"3190",3272,2,0.781104627552771,0.179,"Lemery","Philippines",0,"Development first","Asia"
"3191",3273,0,0.435868057826597,0.496,"Riverside","United States",10,"Mitigation first","North America"
"3192",3274,0,0.595191274768233,0.548,"Durango","México",10,"Mitigation first","North America"
"3193",3275,2,0.511785222562683,0.926,"Cartagena","Colombia",49,"Development first","South America"
"3194",3276,0,0.635019590872763,0.051,"Huanta","Peru",0,"Mitigation first","South America"
"3195",3277,2,0.531083207326953,0.1,"Biruaca","Venezuela",0,"Development first","South America"
"3196",3278,0,0.575240043274987,0.067,"Peterborough","Canada",4,"Mitigation first","North America"
"3197",3279,0,0.673277643564788,0.052,"Coyhaique","Chile",5,"Mitigation first","South America"
"3198",3280,0,0.448930030244512,0.417,"Resistencia","Argentina",7,"Mitigation first","South America"
"3199",3281,3,0.439026922987105,0.091,"Umuarama","Brazil",2,"Urban planning first","South America"
"3200",3282,3,0.488694611177013,0.23,"Beni Mellal","Morocco",3,"Urban planning first","Africa"
"3201",3283,0,0.667689371599187,0.054,"Ciudad Real","Spain",5,"Mitigation first","Europe"
"3202",3284,2,0.729931627423102,0.061,"Aboisso","Côte d'Ivoire",2,"Development first","Africa"
"3203",3285,0,0.574511326502624,0.146,"Warrington","United Kingdom",1,"Mitigation first","Europe"
"3204",3286,2,0.803764439425458,0.093,"New Tafo Akim","Ghana",0,"Development first","Africa"
"3205",3287,0,0.404380334541304,0.194,"Montévrain","France",0,"Mitigation first","Europe"
"3206",3288,0,0.449463278930553,0.703,"Blida","Algeria",5,"Mitigation first","Africa"
"3207",3289,2,0.749251136894058,0.252,"Ijebu-Igbo","Nigeria",0,"Development first","Africa"
"3208",3290,0,0.558664599173011,0.12,"Zwolle","Netherlands",6,"Mitigation first","Europe"
"3209",3291,0,0.436457762062389,0.3,"Karlsruhe","Germany",25,"Mitigation first","Europe"
"3210",3292,0,0.566869358496793,0.054,"Bassano del Grappa","Italy",0,"Mitigation first","Europe"
"3211",3293,3,0.619040641783743,0.11,"Meiganga","Cameroon",0,"Urban planning first","Africa"
"3212",3294,0,0.458268591010229,0.327,"Sosnowiec","Poland",7,"Mitigation first","Europe"
"3213",3295,3,0.439230775652751,0.08,"Santa Clara","Angola",0,"Urban planning first","Africa"
"3214",3296,2,0.720237562691255,0.061,"Bili","Democratic Republic of the Congo",0,"Development first","Africa"
"3215",3297,0,0.731523961577781,0.061,"Gemlik","Turkey",0,"Mitigation first","Europe"
"3216",3298,0,0.587991681356355,0.092,"Mohlakeng","South Africa",0,"Mitigation first","Africa"
"3217",3299,0,0.591028411832773,0.471,"Kryvyi Rih","Ukraine",11,"Mitigation first","Europe"
"3218",3300,2,0.533527125435742,0.17,"Adiela","Sudan",0,"Development first","Africa"
"3219",3301,0,0.686171710456197,0.05,"Alexandrov","Russia",0,"Mitigation first","Europe"
"3220",3302,3,0.589523258943641,0.281,"Sers Al Layyan","Egypt",0,"Urban planning first","Africa"
"3221",3303,0,0.409058040438894,0.273,"Qamishli","Syria",0,"Mitigation first","Asia"
"3222",3304,3,0.445658641008989,0.085,"Bako","Ethiopia",0,"Urban planning first","Africa"
"3223",3305,3,0.402286329078332,0.318,"Moshi","Tanzania",1,"Urban planning first","Africa"
"3224",3306,3,0.468820742682566,1.029,"Nampula","Mozambique",3,"Urban planning first","Africa"
"3225",3307,1,0.489403665333664,6.892,"Baghdad","Iraq",209,"Mega all in","Asia"
"3226",3308,2,0.415796159192388,0.053,"Masalani","Kenya",0,"Development first","Africa"
"3227",3309,3,0.492594758984189,0.114,"Kuhdasht","Iran",0,"Urban planning first","Asia"
"3228",3311,3,0.344028451113704,0.109,"Sharurah","Saudi Arabia",0,"Urban planning first","Asia"
"3229",3312,2,0.475115264439782,0.05,"Adado","Somalia",0,"Development first","Africa"
"3230",3313,0,0.651838392416883,0.082,"Chirchiq","Uzbekistan",0,"Mitigation first","Asia"
"3231",3314,0,0.712617876053059,0.06,"Khwaja Iskandar","Afghanistan",0,"Mitigation first","Asia"
"3232",3315,2,0.493974285183276,0.637,"Bannu","Pakistan",1,"Development first","Asia"
"3233",3316,2,0.524754748042563,0.069,"Mangrol","India",0,"Development first","Asia"
"3234",3317,0,0.892591269719542,0.182,"Jiuquan","China",5,"Mitigation first","Asia"
"3235",3318,2,0.855131440684537,0.076,"Polashbari","Bangladesh",0,"Development first","Asia"
"3236",3319,2,0.740700606092652,0.078,"Myan Aung","Myanmar",0,"Development first","Asia"
"3237",3320,2,0.612934025750073,0.095,"Udon Thani","Thailand",3,"Development first","Asia"
"3238",3321,2,0.515670996485195,0.102,"Payakumbuh","Indonesia",1,"Development first","Asia"
"3239",3322,2,0.745621548081888,0.054,"Ninh Binh","Vietnam",0,"Development first","Asia"
"3240",3323,0,0.849191050086592,0.172,"Tokchon","North Korea",0,"Mitigation first","Asia"
"3241",3324,0,0.542375237762247,0.668,"Changwon","South Korea",19,"Mitigation first","Asia"
"3242",3325,2,0.384306630792214,0.069,"Kampong Pulau Melayu","Malaysia",0,"Development first","Asia"
"3243",3326,0,0.576980919099521,0.117,"Tottori","Japan",1,"Mitigation first","Asia"
"3244",3328,0,0.405604682318916,0.059,"Manteca","United States",0,"Mitigation first","North America"
"3245",3329,3,0.69088596366384,0.119,"Apatzingán","México",0,"Urban planning first","North America"
"3246",3330,2,0.819401764396947,0.295,"Sincelejo","Colombia",4,"Development first","South America"
"3247",3331,0,0.805256185074936,0.217,"Ayacucho","Peru",2,"Mitigation first","South America"
"3248",3332,2,0.533482129842089,0.071,"Las Mercedes","Venezuela",0,"Development first","South America"
"3249",3333,0,0.545592207580541,0.089,"Kingston","Canada",6,"Mitigation first","North America"
"3250",3334,0,0.558739576691487,0.208,"Paraná","Argentina",7,"Mitigation first","South America"
"3251",3335,0,0.681070565845691,0.112,"Punta Arenas","Chile",8,"Mitigation first","South America"
"3252",3336,2,0.754039005507767,0.056,"Breves","Brazil",0,"Development first","South America"
"3253",3337,3,0.501982176630056,0.054,"Bejaad","Morocco",0,"Urban planning first","Africa"
"3254",3338,1,0.358551113594571,5.68,"Madrid","Spain",374,"Mega all in","Europe"
"3255",3339,2,0.546799034385135,0.059,"Agnibilékrou","Côte d'Ivoire",0,"Development first","Africa"
"3256",3340,0,0.398773214217643,2.54,"Manchester","United Kingdom",0,"Mitigation first","Europe"
"3257",3341,2,0.527215926815243,0.073,"Nsawam","Ghana",0,"Development first","Africa"
"3258",3342,0,0.589742361022424,0.061,"Arras","France",1,"Mitigation first","Europe"
"3259",3343,0,0.419329052963754,0.152,"Zeralda","Algeria",0,"Mitigation first","Africa"
"3260",3344,2,0.53405839428817,0.072,"Dakingari","Nigeria",0,"Development first","Africa"
"3261",3345,0,0.575348446720152,0.16,"Heerlen","Netherlands",6,"Mitigation first","Europe"
"3262",3346,0,0.435338070216089,0.457,"Mannheim","Germany",0,"Mitigation first","Europe"
"3263",3347,0,0.548258014265436,0.244,"Padua","Italy",27,"Mitigation first","Europe"
"3264",3348,2,0.521049487966615,0.11,"Kaélé","Cameroon",0,"Development first","Africa"
"3265",3349,0,0.571677997858947,0.071,"Płock","Poland",0,"Mitigation first","Europe"
"3266",3350,3,0.539845927768174,0.583,"Huambo","Angola",0,"Urban planning first","Africa"
"3267",3351,2,0.704198441296773,0.058,"Brabanta","Democratic Republic of the Congo",0,"Development first","Africa"
"3268",3352,0,0.706566931094973,0.074,"Marmaris","Turkey",1,"Mitigation first","Europe"
"3269",3353,0,0.586766116469482,0.245,"Vanderbijlpark","South Africa",0,"Mitigation first","Africa"
"3270",3354,0,0.641951111053448,0.177,"Sumy","Ukraine",2,"Mitigation first","Europe"
"3271",3355,2,0.496623395394337,0.063,"Ailliet","Sudan",0,"Development first","Africa"
"3272",3356,0,0.70720332243611,0.069,"Ramenskoye","Russia",0,"Mitigation first","Europe"
"3273",3357,3,0.588098713050352,0.058,"Tabluha","Egypt",0,"Urban planning first","Africa"
"3274",3358,3,0.575330599751673,0.089,"Abu Kamal","Syria",0,"Urban planning first","Asia"
"3275",3359,3,0.402135365824053,0.052,"Shambu","Ethiopia",0,"Urban planning first","Africa"
"3276",3360,2,0.526105093437689,0.408,"Morogoro","Tanzania",12,"Development first","Africa"
"3277",3361,2,0.579779374414253,0.054,"Chiure-Sede","Mozambique",0,"Development first","Africa"
"3278",3362,3,0.466873634817272,0.053,"Qaladiza","Iraq",0,"Urban planning first","Asia"
"3279",3363,2,0.367122373173034,0.138,"Takaba","Kenya",0,"Development first","Africa"
"3280",3364,0,0.616138527632188,0.062,"Asadabad","Iran",0,"Mitigation first","Asia"
"3281",3365,3,0.372058401376643,0.134,"Mawza`","Yemen",0,"Urban planning first","Asia"
"3282",3366,3,0.359339360623978,0.097,"الفاروق","Saudi Arabia",0,"Urban planning first","Asia"
"3283",3368,3,0.597831019784957,0.055,"Angor","Uzbekistan",0,"Urban planning first","Asia"
"3284",3369,0,0.653477347751643,0.055,"Mirzay","Afghanistan",0,"Mitigation first","Asia"
"3285",3370,2,0.469577549724696,0.305,"Jacobabad","Pakistan",2,"Development first","Asia"
"3286",3371,3,0.444165725372402,1.161,"Jammu","India",29,"Urban planning first","Asia"
"3287",3372,2,0.847048765789137,0.175,"Kurigram","Bangladesh",0,"Development first","Asia"
"3288",3373,0,0.875535229627263,0.198,"Zhangye","China",9,"Mitigation first","Asia"
"3289",3374,3,0.392011683638166,0.105,"Kyaukme","Myanmar",0,"Urban planning first","Asia"
"3290",3375,2,0.65426371612755,0.203,"Nakhon Ratchasima","Thailand",6,"Development first","Asia"
"3291",3376,2,0.716118580336462,0.072,"Solok","Indonesia",0,"Development first","Asia"
"3292",3377,2,0.646207760547053,0.08,"Diễn Châu","Vietnam",0,"Development first","Asia"
"3293",3378,0,0.858757608207676,0.127,"Sunchon","North Korea",0,"Mitigation first","Asia"
"3294",3379,0,0.643225062625868,0.061,"Gyeongju-si","South Korea",0,"Mitigation first","Asia"
"3295",3380,0,0.3715271776474,0.811,"Kota Kinabalu","Malaysia",7,"Mitigation first","Asia"
"3296",3381,0,0.494400592865179,0.454,"Kagoshima","Japan",9,"Mitigation first","Asia"
"3297",3382,0,0.355226366303375,0.294,"Binangonan","Philippines",0,"Mitigation first","Asia"
"3298",3383,0,0.412238902234391,0.409,"Stockton","United States",6,"Mitigation first","North America"
"3299",3384,3,0.433036195601026,0.083,"Sahuayo de Morelos","México",0,"Urban planning first","North America"
"3300",3385,3,0.529964738272185,0.052,"Espinal","Colombia",2,"Urban planning first","South America"
"3301",3386,0,0.729104166421874,0.518,"Cusco","Peru",5,"Mitigation first","South America"
"3302",3387,2,0.343969507495097,0.866,"Maracay","Venezuela",2,"Development first","South America"
"3303",3388,0,0.43945146342211,0.061,"Kanata","Canada",0,"Mitigation first","North America"
"3304",3389,0,0.32622473143505,0.407,"Corrientes","Argentina",4,"Mitigation first","South America"
"3305",3390,0,0.386393861280349,0.309,"Cascavel","Brazil",16,"Mitigation first","South America"
"3306",3391,3,0.507452263407942,0.117,"Tiflet","Morocco",0,"Urban planning first","Africa"
"3307",3392,0,0.544045650032348,0.088,"Jaén","Spain",3,"Mitigation first","Europe"
"3308",3393,2,0.562942564517997,0.108,"Bondoukou","Côte d'Ivoire",1,"Development first","Africa"
"3309",3394,0,0.605228264568758,0.135,"Telford","United Kingdom",0,"Mitigation first","Europe"
"3310",3395,2,0.63181897740203,0.221,"Koforidua","Ghana",0,"Development first","Africa"
"3311",3396,0,0.589210022954013,0.052,"Meaux","France",0,"Mitigation first","Europe"
"3312",3397,1,0.45740836311674,3.316,"Algiers","Algeria",41,"Mega all in","Africa"
"3313",3398,2,0.538286634386457,0.111,"Igbeti","Nigeria",0,"Development first","Africa"
"3314",3399,0,0.573153063531156,0.082,"Deventer","Netherlands",2,"Mitigation first","Europe"
"3315",3400,0,0.443394050697122,0.916,"Frankfurt","Germany",17,"Mitigation first","Europe"
"3316",3401,0,0.574919469477219,0.052,"Arezzo","Italy",2,"Mitigation first","Europe"
"3317",3402,2,0.587683783664012,0.08,"Batouri","Cameroon",0,"Development first","Africa"
"3318",3403,0,0.605427686587075,0.052,"Bełchatów","Poland",0,"Mitigation first","Europe"
"3319",3404,3,0.632557306127425,0.066,"Bailundo","Angola",0,"Urban planning first","Africa"
"3320",3405,2,0.769464094401811,0.057,"Karawa","Democratic Republic of the Congo",0,"Development first","Africa"
"3321",3406,0,0.717959526673633,0.074,"Muğla","Turkey",6,"Mitigation first","Europe"
"3322",3407,3,0.455061398131502,0.069,"Modderspruit","South Africa",0,"Urban planning first","Africa"
"3323",3408,0,0.612149463109709,0.23,"Poltava","Ukraine",7,"Mitigation first","Europe"
"3324",3409,0,0.644379826751778,0.068,"Noginsk","Russia",0,"Mitigation first","Europe"
"3325",3410,2,0.519217055849134,0.093,"Ghubaysh","Sudan",0,"Development first","Africa"
"3326",3411,3,0.576848967102351,0.075,"Tubhar","Egypt",0,"Urban planning first","Africa"
"3327",3412,0,0.433199959261573,0.061,"Al Mu`abbadah","Syria",0,"Mitigation first","Asia"
"3328",3413,3,0.463961905335578,0.056,"Kola Diba","Ethiopia",0,"Urban planning first","Africa"
"3329",3414,2,0.411939610673687,0.072,"Masasi","Tanzania",0,"Development first","Africa"
"3330",3415,2,0.585644352204308,0.053,"Namialo","Mozambique",0,"Development first","Africa"
"3331",3416,3,0.578577774022985,0.057,"At Taji","Iraq",0,"Urban planning first","Asia"
"3332",3417,0,0.364805632593323,0.05,"Lulis","Kenya",0,"Mitigation first","Africa"
"3333",3418,0,0.549408451835542,0.072,"Nurabad","Iran",0,"Mitigation first","Asia"
"3334",3420,0,0.378156241533317,0.094,"Al Jubayl","Saudi Arabia",0,"Mitigation first","Asia"
"3335",3421,3,0.59047579253813,0.116,"Erigavo","Somalia",0,"Urban planning first","Africa"
"3336",3422,3,0.489811304912521,0.235,"Termez","Uzbekistan",0,"Urban planning first","Asia"
"3337",3424,0,0.703481817057019,0.11,"Khar Bajaur","Pakistan",0,"Mitigation first","Asia"
"3338",3425,3,0.607978014813754,0.1,"R S Pura","India",0,"Urban planning first","Asia"
"3339",3426,2,0.797380578971974,0.086,"Sundarganj","Bangladesh",0,"Development first","Asia"
"3340",3427,0,0.775113766009277,0.059,"Yushu","China",0,"Mitigation first","Asia"
"3341",3428,2,0.804721315595075,0.065,"Paungde","Myanmar",0,"Development first","Asia"
"3342",3429,2,0.72007511054858,0.437,"Hat Yai","Thailand",9,"Development first","Asia"
"3343",3430,2,0.780759371785186,0.16,"Bagan Siapi-api","Indonesia",0,"Development first","Asia"
"3344",3431,2,0.544965156317028,0.051,"Sầm Sơn","Vietnam",0,"Development first","Asia"
"3345",3432,0,0.824756685338485,0.059,"Buheung-dong","North Korea",0,"Mitigation first","Asia"
"3346",3433,0,0.493438948056368,0.069,"Hallim-myeon","South Korea",0,"Mitigation first","Asia"
"3347",3434,2,0.702627184943049,0.085,"Keningau","Malaysia",1,"Development first","Asia"
"3348",3435,0,0.609318922842208,0.053,"Aira","Japan",0,"Mitigation first","Asia"
"3349",3436,2,0.791097880239997,0.43,"Batangas City","Philippines",1,"Development first","Asia"
"3350",3437,0,0.410868203794388,0.335,"Modesto","United States",6,"Mitigation first","North America"
"3351",3438,0,0.450168065564585,0.107,"Ocotlán","México",0,"Mitigation first","North America"
"3352",3439,2,0.721562736714872,0.073,"Caucasia","Colombia",0,"Development first","South America"
"3353",3440,0,0.529455135326684,1.005,"Arequipa","Peru",16,"Mitigation first","South America"
"3354",3441,2,0.514706438194834,0.124,"Calabozo","Venezuela",0,"Development first","South America"
"3355",3442,0,0.441293566339076,0.083,"Honey Gables","Canada",0,"Mitigation first","North America"
"3356",3443,1,0.323296658215223,0.077,"Funes","Argentina",0,"Mega all in","South America"
"3357",3444,3,0.691959495171734,0.086,"Jataí","Brazil",2,"Urban planning first","South America"
"3358",3445,3,0.538152511823019,0.07,"Kasba Tadla","Morocco",3,"Urban planning first","Africa"
"3359",3446,0,0.671719221965351,0.363,"Granada","Spain",17,"Mitigation first","Europe"
"3360",3447,0,0.59004769747204,0.144,"Blackburn","United Kingdom",0,"Mitigation first","Europe"
"3361",3448,2,0.521141427555176,0.075,"Bawku","Ghana",2,"Development first","Africa"
"3362",3449,0,0.526958946946097,0.907,"Lille","France",23,"Mitigation first","Europe"
"3363",3450,0,0.37098060378642,0.235,"Laghouat","Algeria",4,"Mitigation first","Africa"
"3364",3451,2,0.538872959359239,0.298,"Birnin Kebbi","Nigeria",1,"Development first","Africa"
"3365",3452,0,0.56453492915582,0.168,"Groningen","Netherlands",35,"Mitigation first","Europe"
"3366",3453,0,0.570606501223522,0.101,"Paderborn","Germany",0,"Mitigation first","Europe"
"3367",3454,0,0.562231611756544,0.161,"Mestre","Italy",0,"Mitigation first","Europe"
"3368",3455,0,0.581585325515866,0.137,"Bielsko-Biała","Poland",4,"Mitigation first","Europe"
"3369",3456,2,0.530100656465001,0.234,"Kousseri","Cameroon",0,"Development first","Africa"
"3370",3457,3,0.737455994897105,0.054,"Mussende","Angola",0,"Urban planning first","Africa"
"3371",3458,2,0.722084429473949,0.057,"Binga","Democratic Republic of the Congo",0,"Development first","Africa"
"3372",3459,0,0.686029362981439,0.182,"Yalova","Turkey",1,"Mitigation first","Europe"
"3373",3460,0,0.498818942723347,0.13,"Sasolburg","South Africa",0,"Mitigation first","Africa"
"3374",3461,0,0.608490167441235,0.196,"Kamianske","Ukraine",3,"Mitigation first","Europe"
"3375",3462,0,0.616649739584136,0.083,"Кислино","Russia",0,"Mitigation first","Europe"
"3376",3463,2,0.519855342664693,0.102,"Muglad","Sudan",0,"Development first","Africa"
"3377",3464,3,0.633874417654192,0.469,"Shibin Al-Kom","Egypt",0,"Urban planning first","Africa"
"3378",3465,3,0.499299965339832,0.372,"Gonder","Ethiopia",1,"Urban planning first","Africa"
"3379",3466,2,0.595057913538978,0.094,"Picha Ya Ndege","Tanzania",0,"Development first","Africa"
"3380",3467,2,0.523863757725876,0.064,"Monapo","Mozambique",0,"Development first","Africa"
"3381",3468,3,0.412641724376334,1.079,"Karbala","Iraq",19,"Urban planning first","Asia"
"3382",3469,2,0.365607823755019,0.081,"Banissa","Kenya",0,"Development first","Africa"
"3383",3470,0,0.715385177530371,0.081,"Bandar-e Anzali","Iran",1,"Mitigation first","Asia"
"3384",3472,3,0.429057691246477,0.797,"Al Ahsa","Saudi Arabia",0,"Urban planning first","Asia"
"3385",3474,3,0.579567006386936,0.092,"Jarqurgon","Uzbekistan",0,"Urban planning first","Asia"
"3386",3476,3,0.445192438627121,0.091,"Landi Kotal","Pakistan",0,"Urban planning first","Asia"
"3387",3477,2,0.522146196533469,0.093,"Keshod","India",0,"Development first","Asia"
"3388",3478,2,0.752722020970152,0.088,"Bhawaniganj","Bangladesh",0,"Development first","Asia"
"3389",3479,0,0.812953729362924,0.144,"Jinchang","China",3,"Mitigation first","Asia"
"3390",3480,2,0.848513026362636,0.103,"Labutta","Myanmar",0,"Development first","Asia"
"3391",3481,2,0.31198502332456,0.055,"Klaeng","Thailand",0,"Development first","Asia"
"3392",3482,2,0.773488585361841,0.171,"Bangkinang","Indonesia",0,"Development first","Asia"
"3393",3483,2,0.482772910006517,0.07,"Phú Liên","Vietnam",0,"Development first","Asia"
"3394",3484,0,0.824428672003481,0.074,"고산리","North Korea",0,"Mitigation first","Asia"
"3395",3485,0,0.604796414314824,0.101,"Jinhae-gu","South Korea",0,"Mitigation first","Asia"
"3396",3486,2,0.796696078715379,0.383,"Sandakan","Malaysia",0,"Development first","Asia"
"3397",3487,0,0.571216507811141,0.356,"Fukuyama","Japan",0,"Mitigation first","Asia"
"3398",3488,2,0.518121318513644,0.056,"Baras","Philippines",0,"Development first","Asia"
"3399",3489,0,0.452391031525322,0.07,"Palmdale","United States",0,"Mitigation first","North America"
"3400",3490,3,0.486745714813953,0.055,"Los Reyes de Salgado","México",0,"Urban planning first","North America"
"3401",3491,3,0.390442445550494,0.112,"Girardot","Colombia",2,"Urban planning first","South America"
"3402",3492,0,0.45792171612401,0.066,"Ilo","Peru",0,"Mitigation first","South America"
"3403",3493,3,0.489653005234843,0.069,"Palo Negro","Venezuela",0,"Urban planning first","South America"
"3404",3494,0,0.436051322814616,0.605,"Ottawa","Canada",107,"Mitigation first","North America"
"3405",3495,0,0.571889684367465,0.063,"San Lorenzo","Argentina",0,"Mitigation first","South America"
"3406",3496,0,0.367251056547788,0.058,"Santo Ângelo","Brazil",0,"Mitigation first","South America"
"3407",3497,3,0.472002483121525,0.06,"Sidi Yahya du Gharb","Morocco",0,"Urban planning first","Africa"
"3408",3498,0,0.575290163421236,0.206,"Santander","Spain",19,"Mitigation first","Europe"
"3409",3499,0,0.574586926527293,0.069,"Crewe","United Kingdom",0,"Mitigation first","Europe"
"3410",3500,2,0.477111930414434,0.053,"Gushiegu","Ghana",0,"Development first","Africa"
"3411",3501,0,0.586857068177037,0.062,"Douai","France",0,"Mitigation first","Europe"
"3412",3502,3,0.460804516875014,0.06,"Berrouaghia","Algeria",0,"Urban planning first","Africa"
"3413",3503,2,0.53859588848718,0.053,"Taba","Nigeria",0,"Development first","Africa"
"3414",3504,0,0.583250621430224,0.075,"Almelo","Netherlands",1,"Mitigation first","Europe"
"3415",3505,0,0.574559994130453,0.061,"Gießen","Germany",0,"Mitigation first","Europe"
"3416",3506,0,0.556089386135572,0.092,"Forlì","Italy",3,"Mitigation first","Europe"
"3417",3507,0,0.654995478463845,0.051,"Piotrków Trybunalski","Poland",1,"Mitigation first","Europe"
